MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,HeatingQC,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageQual,WoodDeckSF,OpenPorchSF,MoSold,SaleType,SaleCondition,SalePrice,TotalSF,TotalBaths,Remodeled,Age when Sold
20,RL,72.0,11846,IR1,HLS,Inside,NridgHt,Norm,1Fam,1Story,9,Hip,VinylSd,VinylSd,BrkFace,562.0,Gd,TA,PConc,Ex,Ex,6,1,Attchd,2003.0,Fin,3,TA,206,49,8,WD,Normal,374000,5376,3.0,Yes,2
70,RM,50.0,2500,Reg,Lvl,Corner,OldTown,Norm,1Fam,2Story,7,Gable,Stucco,Stucco,None,0.0,Gd,TA,PConc,Ex,Ex,7,1,Attchd,1915.0,Unf,1,Fa,0,0,6,WD,Normal,155000,4562,2.5,Yes,4
120,RM,32.0,4500,Reg,Lvl,FR2,Mitchel,Norm,Twnhs,1Story,6,Hip,VinylSd,VinylSd,BrkFace,116.0,TA,TA,PConc,Ex,TA,5,0,Attchd,1998.0,Unf,2,TA,0,125,5,WD,Normal,164000,3648,3.0,No,8
20,RL,69.0,7758,IR1,Lvl,Corner,Sawyer,Norm,1Fam,1Story,5,Gable,HdBoard,Plywood,None,0.0,TA,Gd,CBlock,Gd,Gd,6,0,Detchd,1963.0,Unf,1,TA,0,132,3,WD,Normal,132500,2997,2.0,Yes,6
20,RL,80.0,9600,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Gable,MetalSd,MetalSd,None,0.0,Gd,TA,CBlock,Gd,Gd,5,1,Attchd,1950.0,Unf,1,TA,0,80,7,WD,Normal,147000,3339,1.0,Yes,2
20,RL,79.0,10289,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Hip,MetalSd,MetalSd,BrkFace,168.0,TA,TA,CBlock,TA,TA,6,0,Attchd,1965.0,RFn,2,TA,0,0,6,WD,Normal,156000,3219,2.5,No,42
20,RL,70.0,12243,IR1,Lvl,Inside,NWAmes,Norm,1Fam,1Story,5,Gable,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,7,1,Attchd,1971.0,Unf,2,TA,224,0,2,WD,Normal,175000,4452,2.0,No,36
190,RL,60.0,10800,Reg,Lvl,Corner,OldTown,Norm,2fmCon,1.5Fin,5,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,Fa,CBlock,TA,TA,10,1,Attchd,1970.0,Unf,2,TA,142,0,5,ConLD,Normal,160000,5782,2.0,Yes,36
180,RM,21.0,1526,Reg,Lvl,Inside,MeadowV,Norm,Twnhs,SFoyer,4,Gable,CemntBd,CmentBd,None,0.0,TA,Gd,CBlock,TA,Gd,3,0,Attchd,1970.0,Unf,1,TA,0,0,5,WD,Normal,86000,1890,2.0,Yes,7
160,RM,69.0,2665,Reg,Lvl,Inside,MeadowV,Norm,TwnhsE,2Story,5,Gable,CemntBd,CmentBd,None,0.0,TA,TA,PConc,TA,TA,4,1,BuiltIn,1976.0,Fin,1,TA,141,24,6,WD,Normal,115000,2872,1.5,No,32
50,RL,79.0,9490,Reg,Lvl,Inside,NAmes,Artery,1Fam,1.5Fin,6,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,Fa,5,2,Attchd,1941.0,Unf,1,TA,0,0,8,WD,Normal,133000,3962,2.0,Yes,56
60,RL,105.0,15578,IR1,Lvl,Corner,Gilbert,Norm,1Fam,2Story,6,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,8,0,Attchd,2006.0,RFn,2,TA,0,0,5,New,Partial,172785,3640,2.5,No,0
20,RL,70.0,7931,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Gable,BrkFace,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,6,1,Detchd,1964.0,Unf,1,TA,0,0,6,WD,Normal,155000,3807,1.5,No,48
30,RM,50.0,5784,Reg,Lvl,Inside,OldTown,Artery,1Fam,1Story,5,Gable,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,Gd,TA,4,0,Attchd,1938.0,Unf,1,TA,144,20,12,WD,Normal,91300,1962,1.0,Yes,13
30,C (all),60.0,7879,Reg,Lvl,Inside,IDOTRR,Norm,1Fam,1Story,4,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,4,0,NA,1980.0,NA,0,NA,0,523,11,WD,Abnorml,34900,2160,1.0,Yes,59
20,RL,69.0,12692,IR1,Lvl,Inside,NoRidge,Norm,1Fam,1Story,8,Hip,BrkFace,BrkFace,None,0.0,Gd,TA,PConc,Ex,Gd,10,1,Attchd,1992.0,RFn,2,TA,264,75,5,WD,Normal,430000,9656,4.0,Yes,14
50,RL,60.0,9120,Reg,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,7,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,PConc,Ex,TA,8,0,Detchd,1925.0,Unf,1,TA,0,100,6,WD,Normal,184000,4666,3.0,Yes,58
20,RL,65.0,7800,Reg,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,Hip,HdBoard,HdBoard,BrkFace,89.0,TA,TA,PConc,Ex,Gd,5,0,Attchd,1967.0,Fin,1,TA,64,0,6,WD,Normal,130000,2662,1.0,Yes,5
20,RL,70.0,7535,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Fa,TA,5,0,Attchd,1958.0,Fin,1,TA,12,285,6,WD,Normal,120000,2736,1.5,Yes,22
160,RM,21.0,1890,Reg,Lvl,Inside,BrDale,Norm,Twnhs,2Story,6,Gable,HdBoard,HdBoard,BrkFace,285.0,TA,TA,CBlock,TA,TA,7,0,Detchd,1973.0,Unf,1,TA,144,28,5,WD,Normal,113000,3108,1.5,No,34
60,FV,75.0,9803,Reg,Lvl,Inside,Somerst,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,7,0,Attchd,2005.0,RFn,2,TA,0,108,2,WD,Normal,226700,4402,2.5,No,3
20,RL,70.0,9170,Reg,Lvl,Corner,Edwards,Feedr,1Fam,1Story,5,Hip,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Ex,TA,6,0,Detchd,1965.0,Unf,2,Fa,0,0,4,WD,Normal,140000,3642,2.0,No,42
20,RL,100.0,15602,IR1,Lvl,Inside,Crawfor,Norm,1Fam,1Story,7,Gable,BrkFace,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,6,2,Attchd,1959.0,Fin,2,TA,0,54,3,WD,Normal,289000,5103,3.0,Yes,13
160,RL,24.0,2308,Reg,Lvl,Inside,NPkVill,Norm,TwnhsE,2Story,6,Gable,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,TA,TA,6,1,Attchd,1974.0,Unf,2,TA,260,0,6,WD,Normal,147000,3499,3.0,No,35
90,RM,60.0,7596,Reg,Lvl,Inside,OldTown,Artery,Duplex,2Story,5,Hip,Wd Sdng,Wd Sdng,BrkFace,360.0,TA,TA,CBlock,Gd,TA,10,0,Detchd,1952.0,Unf,2,TA,0,0,7,COD,Normal,124500,4880,2.0,No,57
60,RL,80.0,9554,IR1,Lvl,Inside,SawyerW,Norm,1Fam,2Story,8,Gable,VinylSd,VinylSd,BrkFace,125.0,Gd,TA,PConc,Ex,Gd,8,1,Attchd,1993.0,RFn,2,TA,182,81,9,WD,Normal,215000,4599,2.5,Yes,12
20,FV,75.0,7862,IR1,Lvl,Inside,Somerst,Norm,1Fam,1Story,6,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,Gd,4,0,Attchd,2009.0,Fin,2,TA,0,102,9,New,Partial,208300,3654,2.0,No,0
70,RM,60.0,9600,Reg,Lvl,Inside,OldTown,Norm,1Fam,2Story,7,Gambrel,MetalSd,MetalSd,None,0.0,TA,Ex,BrkTil,Ex,Gd,7,1,Detchd,1928.0,Unf,2,TA,0,0,10,WD,Normal,161000,3445,2.0,Yes,3
20,RL,80.0,9600,Reg,Lvl,Corner,NAmes,Norm,1Fam,1Story,5,Gable,MetalSd,MetalSd,BrkFace,132.0,TA,TA,CBlock,Ex,TA,6,0,Attchd,1959.0,RFn,1,TA,224,88,7,WD,Normal,124500,3123,2.0,No,50
20,RL,75.0,14559,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Hip,Wd Sdng,Wd Sdng,BrkCmn,70.0,Gd,TA,CBlock,Ex,TA,6,2,CarPort,1951.0,Unf,1,TA,324,42,6,WD,Normal,164900,3734,2.0,Yes,9
120,RL,40.0,6792,IR1,Lvl,Inside,NridgHt,Norm,TwnhsE,1Story,7,Gable,VinylSd,VinylSd,Stone,94.0,Gd,TA,PConc,Ex,Gd,6,1,Attchd,2005.0,RFn,2,TA,132,35,3,New,Partial,202665,4104,2.0,Yes,0
20,RL,70.0,9100,Reg,Lvl,Corner,NAmes,Feedr,1Fam,1Story,5,Gable,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,5,0,Detchd,1964.0,Unf,2,TA,0,0,7,WD,Normal,129900,2592,2.0,No,48
20,RL,71.0,9187,Reg,Bnk,Corner,Mitchel,Norm,1Fam,1Story,6,Gable,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,TA,TA,5,0,Attchd,1983.0,Unf,2,TA,120,0,6,WD,Normal,134000,3244,1.5,No,24
45,RL,55.0,10594,Reg,Lvl,Inside,Crawfor,Norm,1Fam,1.5Unf,5,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Fa,TA,5,0,Detchd,1926.0,Unf,1,Po,0,0,6,WD,Normal,96500,2346,1.0,Yes,57
20,RL,94.0,12220,Reg,Lvl,Inside,NridgHt,Norm,1Fam,1Story,10,Hip,CemntBd,CmentBd,BrkFace,305.0,Ex,TA,CBlock,Ex,Ex,9,1,Attchd,2009.0,Fin,3,TA,156,54,9,New,Partial,402861,6046,3.5,No,0
80,RL,69.0,10448,IR1,Lvl,Corner,NWAmes,Norm,1Fam,SLvl,6,Gable,HdBoard,HdBoard,BrkFace,333.0,TA,TA,CBlock,TA,TA,7,1,Attchd,1972.0,RFn,2,TA,0,104,8,COD,Abnorml,158000,4927,2.5,No,37
60,RL,79.0,10208,IR1,Lvl,Inside,NoRidge,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,BrkFace,921.0,Gd,TA,PConc,Ex,Gd,7,1,Attchd,1996.0,RFn,3,TA,220,0,7,WD,Normal,265000,5952,2.5,Yes,12
60,RL,69.0,9531,IR1,Lvl,CulDSac,CollgCr,Norm,1Fam,2Story,6,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Ex,TA,7,0,Attchd,1998.0,RFn,2,TA,0,36,5,WD,Normal,211000,4386,3.5,No,9
70,RL,53.0,10918,Reg,Lvl,Inside,Crawfor,Norm,1Fam,2Story,7,Gambrel,MetalSd,MetalSd,None,0.0,Gd,TA,BrkTil,Ex,Gd,9,2,Detchd,1926.0,Unf,1,TA,0,0,6,WD,Normal,234000,5436,1.5,Yes,5
190,RL,60.0,10800,Reg,Lvl,Inside,OldTown,Norm,2fmCon,2Story,4,Gable,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,7,0,NA,1980.0,NA,0,NA,220,114,8,WD,Normal,106250,2588,2.0,Yes,8
20,RL,90.0,11988,IR1,Lvl,Corner,NAmes,Feedr,1Fam,1Story,6,Gable,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Ex,TA,6,2,Attchd,1957.0,Unf,1,TA,0,40,5,WD,Normal,150000,3732,1.5,No,50
50,RM,50.0,5000,Reg,Lvl,Corner,BrkSide,Feedr,1Fam,1.5Fin,6,Gable,CemntBd,CmentBd,None,0.0,TA,Gd,CBlock,Ex,TA,7,2,Detchd,1950.0,Unf,2,TA,0,24,10,WD,Normal,159000,4332,2.0,Yes,56
60,RL,95.0,11787,IR1,Lvl,Inside,NoRidge,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,BrkFace,594.0,Gd,TA,PConc,Ex,Gd,8,1,Attchd,1996.0,Fin,3,TA,239,60,8,WD,Normal,315750,6175,3.5,Yes,10
20,FV,62.0,7500,Reg,Lvl,Inside,Somerst,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,Gd,6,1,Attchd,2005.0,Unf,2,TA,38,144,4,WD,Normal,176000,3789,2.0,No,1
20,RL,70.0,13300,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Hip,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,4,0,Attchd,1956.0,Unf,1,TA,261,0,6,WD,Normal,132000,2784,1.0,Yes,7
60,RL,67.0,14948,IR1,Lvl,Inside,NridgHt,Norm,1Fam,2Story,9,Hip,VinylSd,VinylSd,Stone,268.0,Ex,TA,PConc,Ex,Ex,11,1,Attchd,2008.0,Fin,3,TA,126,66,11,New,Partial,446261,6878,3.5,No,0
30,RL,58.0,9098,IR1,Lvl,Inside,Edwards,Norm,1Fam,1Story,4,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Ex,TA,5,0,NA,1980.0,NA,0,NA,0,0,7,WD,Normal,86000,1738,2.0,Yes,5
20,RL,69.0,32668,IR1,Lvl,CulDSac,Crawfor,Norm,1Fam,1Story,6,Hip,Wd Sdng,Stone,NA,0.0,Gd,TA,PConc,TA,TA,9,2,Attchd,1975.0,RFn,2,TA,0,0,3,WD,Alloca,200624,7065,4.0,Yes,32
80,RL,85.0,10200,Reg,Lvl,Inside,Timber,Norm,1Fam,SLvl,6,Gable,HdBoard,HdBoard,BrkFace,219.0,Gd,TA,CBlock,Ex,Gd,5,1,Attchd,1988.0,RFn,2,TA,224,0,8,WD,Abnorml,175000,4479,3.0,Yes,19
70,RM,60.0,6155,IR1,Lvl,FR3,BrkSide,RRNn,1Fam,2Story,6,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Ex,TA,6,0,Detchd,1920.0,Fin,2,TA,0,0,6,WD,Normal,128000,3335,2.0,Yes,9
20,RL,60.0,7200,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Gable,VinylSd,VinylSd,None,0.0,TA,TA,Slab,Ex,TA,5,1,Detchd,1967.0,Unf,1,TA,0,0,4,WD,Normal,107500,1654,1.0,Yes,3
20,RL,50.0,5000,Reg,Low,Inside,BrkSide,Norm,1Fam,1Story,1,Gable,VinylSd,VinylSd,None,0.0,Fa,Fa,Slab,Fa,Fa,2,0,NA,1980.0,NA,0,NA,0,0,1,WD,Normal,39300,668,1.0,Yes,57
60,RL,74.0,9056,IR1,Lvl,Inside,Gilbert,Norm,1Fam,2Story,8,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,Gd,6,1,Attchd,2004.0,Fin,2,TA,100,35,10,WD,Normal,178000,3535,2.5,No,2
190,RL,70.0,7000,Reg,Lvl,Inside,Edwards,Norm,2fmCon,2Story,5,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,5,0,NA,1980.0,NA,0,NA,85,0,1,WD,Normal,107500,3811,2.0,Yes,17
60,RL,57.0,8924,IR1,Lvl,CulDSac,CollgCr,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Ex,Gd,8,0,Attchd,1998.0,Fin,2,TA,120,155,7,WD,Normal,188000,4328,2.5,Yes,9
20,RL,69.0,12735,IR1,Lvl,FR2,NAmes,Norm,1Fam,1Story,4,Hip,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,5,0,Detchd,1980.0,Unf,2,TA,216,0,4,COD,Normal,111250,2592,1.0,No,36
20,RL,69.0,11553,IR1,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,Hip,Plywood,Plywood,BrkFace,188.0,TA,TA,CBlock,TA,TA,7,1,Attchd,1968.0,Unf,1,TA,466,0,7,WD,Normal,158000,3369,1.5,No,38
20,RL,69.0,11423,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,8,Gable,VinylSd,VinylSd,BrkFace,479.0,Gd,TA,PConc,Ex,Gd,6,1,Attchd,2001.0,RFn,2,TA,180,0,5,WD,Normal,272000,4783,3.0,Yes,8
20,RL,85.0,14601,Reg,Lvl,Inside,Timber,Norm,1Fam,1Story,9,Hip,VinylSd,VinylSd,BrkFace,584.0,Ex,TA,PConc,Ex,Ex,8,1,Attchd,2006.0,Fin,3,TA,270,68,3,WD,Normal,315000,5514,3.0,No,3
60,RL,69.0,11000,Reg,Lvl,FR2,NoRidge,Norm,1Fam,2Story,8,Gable,VinylSd,VinylSd,BrkFace,72.0,Gd,TA,PConc,Ex,Gd,8,1,BuiltIn,2000.0,Fin,3,TA,0,56,6,WD,Normal,248000,5539,2.5,No,7
20,RL,78.0,10140,Reg,Lvl,Inside,NWAmes,RRAn,1Fam,1Story,7,Hip,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,Gd,7,1,Attchd,1998.0,Fin,2,TA,78,73,6,WD,Normal,213250,5010,3.0,Yes,10
120,RH,34.0,4058,Reg,Lvl,Inside,NAmes,Norm,TwnhsE,SFoyer,7,Gable,MetalSd,MetalSd,BrkFace,182.0,TA,TA,PConc,Ex,TA,4,0,Attchd,1998.0,Fin,1,TA,120,40,6,WD,Normal,133000,2257,2.0,No,9
60,RL,58.0,17104,IR1,Lvl,Inside,Gilbert,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,Gd,7,1,Attchd,2006.0,RFn,2,TA,100,24,9,New,Partial,179665,3646,3.5,No,0
50,RL,69.0,13837,IR1,Lvl,Corner,NWAmes,Norm,1Fam,1.5Fin,7,Gable,HdBoard,HdBoard,BrkFace,178.0,Gd,Gd,PConc,Gd,Gd,9,0,Attchd,1988.0,Unf,3,TA,0,0,2,WD,Normal,229000,5570,2.5,No,18
50,RL,70.0,8737,IR1,Bnk,Inside,BrkSide,Norm,1Fam,1.5Fin,6,Gable,BrkFace,Wd Sdng,None,0.0,TA,TA,BrkTil,Ex,TA,6,1,Detchd,1950.0,Unf,2,TA,0,38,5,WD,Normal,210000,4335,1.5,Yes,57
85,RL,54.0,7244,Reg,Lvl,Inside,Mitchel,Norm,1Fam,SFoyer,5,Gable,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,Ex,TA,5,0,Detchd,1987.0,Unf,2,TA,104,0,4,WD,Normal,129500,2304,2.0,No,37
20,RM,49.0,8235,IR1,HLS,Inside,OldTown,Feedr,1Fam,1Story,5,Gable,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,4,0,Detchd,1963.0,RFn,2,TA,140,50,6,WD,Normal,125000,2475,2.0,Yes,13
60,FV,75.0,9375,Reg,Lvl,Inside,Somerst,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,Gd,8,1,BuiltIn,2003.0,Fin,2,TA,182,182,11,WD,Normal,263000,5100,2.5,Yes,5
120,RL,53.0,4043,Reg,Lvl,Inside,NPkVill,Norm,TwnhsE,1Story,6,Gable,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,4,0,Attchd,1977.0,RFn,2,TA,0,55,10,COD,Abnorml,140000,3207,2.0,No,31
20,RM,50.0,6000,Reg,Lvl,Inside,OldTown,Norm,1Fam,1Story,5,Hip,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,Gd,TA,5,0,Attchd,1957.0,Fin,1,TA,0,0,6,WD,Normal,112500,2784,1.0,No,51
20,RL,87.0,11146,IR1,Lvl,Inside,NridgHt,Norm,1Fam,1Story,8,Gable,VinylSd,VinylSd,Stone,250.0,Gd,TA,PConc,Ex,Gd,7,1,Attchd,2006.0,RFn,3,TA,169,39,7,WD,Normal,255500,5143,2.0,No,3
20,RL,67.0,8777,Reg,Lvl,Inside,Edwards,Feedr,1Fam,1Story,4,Gable,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Ex,Gd,5,0,Detchd,2002.0,Fin,2,TA,0,96,5,WD,Normal,108000,2252,2.0,Yes,6
60,RL,85.0,10625,Reg,Lvl,Inside,NridgHt,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,BrkFace,292.0,Gd,TA,PConc,Ex,Gd,8,1,BuiltIn,2003.0,RFn,3,TA,320,62,8,WD,Normal,284000,5090,3.5,Yes,4
45,RM,58.0,6380,Reg,Lvl,Inside,BrkSide,Norm,1Fam,1.5Unf,5,Gable,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,5,1,Detchd,1922.0,Unf,1,TA,0,0,8,WD,Normal,113000,3089,1.0,Yes,56
20,RL,69.0,14850,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,6,1,Attchd,1957.0,Fin,1,TA,268,0,5,WD,Normal,141000,3276,2.0,No,49
50,C (all),60.0,11040,Reg,Low,Inside,IDOTRR,Norm,1Fam,1.5Fin,4,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Gd,TA,7,0,CarPort,1994.0,Unf,1,TA,0,47,9,COD,Normal,108000,3309,1.5,Yes,56
60,RL,57.0,21872,IR2,HLS,FR2,Gilbert,Norm,1Fam,2Story,7,Gable,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Ex,TA,6,1,Attchd,1996.0,Unf,2,TA,264,22,8,WD,Normal,175000,3621,3.0,Yes,11
120,RL,69.0,3196,Reg,Lvl,Inside,Blmngtn,Norm,TwnhsE,1Story,7,Gable,VinylSd,VinylSd,BrkFace,18.0,Gd,TA,PConc,Ex,Gd,7,1,Attchd,2003.0,Fin,2,TA,143,20,10,WD,Normal,234000,4488,2.0,Yes,2
20,RL,69.0,11341,IR1,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,Hip,Wd Sdng,Wd Sdng,BrkFace,180.0,TA,TA,CBlock,TA,TA,5,1,Detchd,1957.0,Unf,2,TA,0,0,5,WD,Normal,121500,4176,2.5,Yes,14
20,RL,77.0,10010,Reg,Lvl,Inside,Mitchel,Norm,1Fam,1Story,5,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,6,1,Attchd,1975.0,RFn,2,TA,240,38,4,WD,Normal,170000,4167,2.0,Yes,31
30,RL,63.0,13907,Reg,Lvl,Inside,Edwards,Norm,1Fam,1Story,5,Gable,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,Ex,TA,6,1,NA,1980.0,NA,0,NA,144,0,7,WD,Normal,108000,2988,2.0,Yes,39
50,RL,66.0,21780,Reg,Lvl,Inside,Edwards,Norm,1Fam,1.5Fin,6,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Ex,TA,8,1,Detchd,1955.0,Fin,2,TA,72,36,7,WD,Normal,185000,4511,2.0,Yes,58
60,RL,69.0,13346,IR1,Lvl,CulDSac,NoRidge,Norm,1Fam,2Story,7,Gable,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Ex,Gd,9,1,Attchd,1992.0,RFn,2,TA,0,40,7,WD,Normal,268000,5685,3.5,Yes,6
70,RL,66.0,6858,Reg,Bnk,Corner,SWISU,Norm,1Fam,2Story,6,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,Fa,6,0,Detchd,1920.0,Unf,1,TA,0,66,5,WD,Normal,128000,4100,2.5,Yes,60
60,RL,77.0,11198,IR1,Lvl,Inside,StoneBr,Norm,1Fam,2Story,9,Hip,VinylSd,VinylSd,BrkFace,245.0,Gd,TA,PConc,Ex,Ex,11,1,BuiltIn,2005.0,Fin,3,TA,144,39,6,WD,Normal,325000,6130,2.5,Yes,1
20,RL,70.0,10171,IR1,Lvl,Inside,NridgHt,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,BrkFace,168.0,Gd,TA,PConc,Ex,Gd,7,0,Attchd,2004.0,RFn,2,TA,0,0,3,WD,Normal,214000,4587,2.0,No,6
50,RL,79.0,12327,IR1,Low,Inside,SawyerW,Norm,1Fam,1.5Fin,8,Gable,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,Ex,Gd,5,1,BuiltIn,1983.0,Fin,2,Gd,349,40,9,WD,Normal,316600,5760,2.5,Yes,0
90,RL,69.0,7032,IR1,Lvl,Corner,NAmes,Norm,Duplex,SFoyer,5,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,4,2,Detchd,1979.0,Unf,2,TA,42,0,12,WD,Normal,135960,2829,2.0,No,27
90,RL,74.0,13101,IR1,Lvl,Inside,NAmes,Norm,Duplex,1Story,5,Gable,HdBoard,HdBoard,BrkFace,108.0,TA,TA,CBlock,TA,TA,10,0,Detchd,1987.0,Unf,2,TA,0,0,11,WD,Normal,142600,5184,2.0,No,43
20,RL,60.0,7332,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,Gable,WdShing,Wd Shng,BrkFace,207.0,TA,TA,CBlock,Ex,Gd,4,0,Attchd,1959.0,Unf,1,TA,168,0,10,WD,Abnorml,120000,2592,2.0,No,47
60,RL,83.0,13159,IR1,HLS,Corner,Timber,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,Gd,6,0,Attchd,2009.0,RFn,2,TA,208,114,7,New,Partial,224500,4230,2.5,No,0
80,RL,76.0,9967,IR1,Lvl,Inside,Gilbert,Norm,1Fam,SLvl,7,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Ex,TA,8,1,BuiltIn,2000.0,RFn,2,TA,100,0,12,WD,Normal,170000,3244,2.5,No,7
80,RL,70.0,10500,Reg,Lvl,FR2,NAmes,Norm,1Fam,SLvl,5,Gambrel,MetalSd,AsphShn,BrkFace,82.0,TA,TA,CBlock,TA,TA,5,0,BuiltIn,1971.0,Unf,1,TA,35,0,12,WD,Normal,139000,2590,1.5,Yes,2
50,RL,80.0,8480,Reg,Lvl,Inside,NAmes,Norm,1Fam,1.5Fin,5,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,6,0,Detchd,1947.0,Unf,1,TA,158,0,10,COD,Abnorml,118500,3264,1.0,Yes,58
50,RL,52.0,6292,Reg,Lvl,Inside,SWISU,Norm,1Fam,1.5Fin,7,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,6,1,Detchd,1928.0,Unf,1,TA,0,50,8,WD,Normal,145000,3815,2.5,Yes,59
80,RL,96.0,11777,IR1,Lvl,Inside,Sawyer,Norm,1Fam,SLvl,5,Gable,VinylSd,VinylSd,BrkFace,97.0,TA,TA,CBlock,Ex,TA,6,2,Attchd,1966.0,RFn,2,TA,160,68,5,WD,Abnorml,164500,3804,2.0,No,40
160,FV,34.0,3604,Reg,Lvl,Corner,Somerst,Norm,TwnhsE,2Story,7,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,Gd,5,0,Detchd,2007.0,Unf,2,TA,0,102,2,WD,Abnorml,146000,3473,2.0,No,1
50,RM,81.0,12150,Reg,Lvl,Inside,OldTown,Norm,1Fam,1.5Fin,5,Gable,MetalSd,MetalSd,BrkFace,335.0,TA,TA,BrkTil,Ex,TA,7,0,Attchd,1954.0,Unf,1,Fa,0,0,11,WD,Normal,131500,4640,2.0,No,54
